revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
81.34,2.67,0,21,99,1,0,0,0,1,0,1
58.09,8.33,0.67,12,33,1,1,0,0,1,0,1
30.25,9.67,1.67,22,170,1,1,0,0,1,0,1
38.24,118.33,30.33,10,124,1,0,0,0,1,0,1
35.49,1,0,11,45,1,1,0,0,1,0,1
59.46,18,0.33,25,165,1,0,0,0,1,0,1
35.45,12.33,2.67,11,53,1,0,0,0,1,0,1
16.57,57,44.67,10,88,1,0,0,0,0,0,1
40.61,22,14.67,12,94,1,1,0,0,1,0,1
30,6,0.33,23,176,1,0,0,1,1,0,1
53.99,24,5.67,12,52,1,1,0,1,1,0,1
112.75,191.67,56,14,59,1,0,0,0,0,0,1
72.97,61,17.67,29,244,1,0,0,1,1,0,1
45.61,21.33,5,31,256,1,1,1,1,1,0,1
72.37,64,49.33,15,93,1,0,0,0,0,0,1
113.73,40.33,24,24,167,1,0,0,0,1,0,1
67.85,66.67,20.67,11,72,1,0,0,0,1,0,1
88.07,37.33,11.33,36,178,1,0,0,0,0,0,1
55.54,20.33,0,15,64,1,0,0,1,1,0,1
287.76,73.67,109.33,8,71,1,1,0,0,1,0,1
11.79,51,4,13,103,1,1,0,0,1,0,1
46.9,3.67,1.33,14,67,1,1,0,0,1,0,1
54.23,83.67,21.67,31,297,1,1,0,1,1,0,1
79.87,1,3.33,22,120,1,1,0,1,1,0,1
51.58,8,3.33,25,79,1,0,0,0,0,0,1
35.73,36,8,11,68,1,1,1,0,1,0,1
31.93,35.33,15.33,21,198,1,0,0,1,1,0,1
96.97,76.67,16.33,15,68,1,0,0,0,1,0,1
138.88,152.67,20.67,27,57,1,0,0,0,0,0,1
41.44,18,0.33,38,318,1,1,0,1,1,0,1
58.03,73.67,5.67,9,15,1,1,0,0,1,0,1
19,15.33,9.33,13,110,1,0,0,1,1,0,1
98.14,41,4.67,14,20,1,1,0,1,1,0,1
50.7,0,0,21,130,1,0,0,0,1,0,1
38.55,2.67,0.67,15,83,1,0,0,0,1,0,1
15.56,16.33,7,20,179,1,0,0,0,1,0,1
67.05,109.33,35,11,12,1,0,0,0,0,0,1
45.03,10,0.33,13,54,1,0,0,0,1,0,1
91.18,91,115.33,6,178,1,0,0,0,0,0,1
49.99,6,2,22,44,1,0,0,0,0,0,1
79.16,96,20.67,36,214,1,0,0,0,0,0,1
80.87,0.67,0,14,24,1,1,0,1,1,0,1
11.02,0,0,23,193,1,1,0,1,1,0,1
94.58,16.67,0.33,42,300,1,0,0,0,1,0,1
59.08,58.67,28.67,10,93,1,0,0,1,1,0,1
55.79,108,43.33,15,193,1,1,1,1,1,0,1
77.49,1.67,2.67,13,25,1,0,0,0,1,0,1
30.24,7.33,0.67,53,485,1,0,0,0,1,0,1
36.46,70,15.33,10,77,1,1,1,1,1,0,1
75.79,20,2.33,11,5,1,0,0,0,1,0,1
38.92,56,18.33,9,73,1,0,0,1,1,0,1
98.36,54.67,11.33,23,132,1,1,0,1,1,0,1
87.87,54.67,40,35,252,1,1,0,0,0,0,1
38.99,13.33,1.33,10,31,1,0,0,0,1,0,1
41.93,22.67,1.67,19,122,1,1,0,0,1,0,1
116.52,125.67,18,16,59,1,0,0,0,1,0,1
5,0,0,30,168,1,0,0,0,0,0,1
154.06,47.67,14.33,22,69,1,1,0,0,1,0,1
35.31,21.67,1.67,9,25,1,0,0,0,1,0,1
65.26,30,15.67,12,66,1,0,0,1,1,0,1
70.9,34,23,33,197,1,0,0,0,0,0,1
31.56,5.33,0,10,34,1,1,0,0,1,0,1
38.75,35,6,31,262,1,0,0,0,1,0,1
63.3,4,0,23,31,1,0,0,0,0,0,1
50.1,93,22.33,42,310,1,0,0,0,0,0,1
72.32,20.33,14.33,25,188,1,0,0,0,1,0,1
95.67,60.33,9,35,250,1,1,0,0,1,0,1
59.75,24.67,19,12,81,1,1,0,0,1,0,1
35.95,7.33,15.33,40,386,1,0,0,0,1,0,1
63.48,41,2,25,57,1,0,0,0,0,0,1
36.15,22,35,12,155,1,1,0,0,1,0,1
10,4,1.67,39,362,1,0,0,0,1,0,1
67.27,24.33,0,16,56,1,1,1,0,1,0,1
234.09,40.67,58.67,27,64,1,0,0,0,0,0,1
77.82,57,44.33,10,117,1,0,0,0,1,0,1
53.92,30,21,18,155,1,0,0,0,1,0,1
32.76,27.33,11,11,75,1,1,0,0,1,0,1
225.2,96,42.67,33,87,1,0,0,0,0,0,1
33.91,4.33,0.33,30,238,1,0,0,0,1,0,1
77.53,21,0,26,148,1,0,0,0,1,0,1
65.32,50.33,21.33,12,81,1,1,0,1,1,0,1
44.25,11.33,0,10,18,1,0,0,0,1,0,1
66.03,0,0,25,47,1,0,0,0,0,0,1
22.21,37.33,15.33,25,244,1,1,0,0,1,0,1
86.11,50,12,27,185,1,1,1,1,1,0,1
34.99,5,0.67,13,61,1,1,0,1,1,0,1
79.96,53.33,14,20,125,1,1,0,0,1,0,1
69.53,4,0,23,22,1,0,0,0,0,0,1
55.18,7,0,33,244,1,0,0,0,1,0,1
30,4.67,0,51,458,1,1,0,1,1,0,1
38.99,26.67,4,12,56,1,1,0,1,1,0,1
40.62,40.67,0,12,42,1,0,0,0,1,0,1
18.58,31.33,2.33,21,166,1,1,0,0,1,0,1
74.9,83.33,34.33,15,37,1,0,0,0,0,0,1
131.09,57.33,27,12,25,1,1,0,1,1,0,1
74.43,46.33,11.33,12,39,1,0,0,0,1,0,1
51.04,30.33,2.33,31,234,1,1,1,0,1,0,1
43.36,33.33,27.67,11,112,1,0,0,0,1,0,1
49.49,125,35.33,23,253,1,0,0,0,1,0,1
56.98,52,12.67,23,73,1,0,0,0,0,0,1
44.09,16.67,2,14,64,1,0,0,0,1,0,1
75.98,258.67,142.33,11,322,1,0,0,0,0,0,1
34.99,0.33,0,23,161,1,1,0,0,1,0,1
40.73,31,12,12,77,1,1,0,0,1,0,1
30.24,0,0,18,114,1,1,0,0,1,0,1
46.41,9,0,12,34,1,0,0,0,1,0,1
49.93,6.33,9.67,16,-2,1,0,0,0,0,0,1
78.61,55.33,33,15,130,1,1,0,0,1,0,1
50.88,7,0,23,40,1,0,0,0,0,0,1
85.05,4.67,0.33,29,66,1,0,0,0,0,0,1
71.34,67.33,14.33,31,247,1,1,0,0,1,0,1
80.79,73,20.33,17,7,1,0,0,0,0,0,1
30.28,0,0,39,331,1,1,0,0,1,0,1
136.55,35.33,3.33,37,204,1,1,1,1,1,0,1
46.23,0.33,0,26,178,1,0,0,0,1,0,1
30.34,15.67,9,46,430,1,1,0,0,1,0,1
60.88,55.67,61.67,22,308,1,0,0,0,1,0,1
94.41,30,2,22,90,1,0,0,0,1,0,1
136.42,36.33,28.33,56,374,1,0,0,0,0,0,1
56.46,39.67,27.33,16,146,1,0,0,0,1,0,1
50.46,23,0.67,15,61,1,1,0,1,1,0,1
134.57,138,52.67,13,4,1,0,0,0,0,0,1
39.11,3.33,0.33,17,93,1,0,0,0,1,0,1
71.18,16.67,5,11,10,1,1,0,0,1,0,1
35.24,25.67,2.33,11,41,1,0,0,0,1,0,1
41.8,39.33,0,34,265,1,0,0,1,1,0,1
76.31,31,7,13,31,1,0,0,0,1,0,1
61.96,28,8,19,9,1,0,0,0,0,0,1
86.52,65.67,37,18,60,1,0,0,0,0,0,1
38.99,2,0,10,19,1,0,0,0,1,0,1
29.28,2,4.33,8,22,1,0,0,1,1,0,1
80.03,49.67,23.33,26,211,1,1,0,0,1,0,1
21.63,40.67,26,21,128,1,0,0,0,0,0,1
77.7,118.33,33.67,24,224,1,0,0,0,1,0,1
57.43,12.33,0.67,33,239,1,0,0,0,1,0,1
35.23,38.67,13.67,23,199,1,0,0,0,1,0,1
52.99,108.33,41.33,13,160,1,1,0,0,1,0,1
132.81,33.33,34.33,19,114,1,1,0,0,1,0,1
78.56,80,63,11,177,1,1,0,0,1,0,1
79.94,89.33,42,17,71,1,0,0,0,0,0,1
31.1,2.67,0,11,37,1,1,0,0,1,0,1
30.24,0,0,14,69,1,1,1,1,1,0,1
64.4,50,19,18,131,1,0,0,0,1,0,1
31.96,11.33,0,25,181,1,1,0,1,1,0,1
51.71,182.67,51,29,356,1,0,0,0,1,0,1
42.13,124.67,29,19,93,1,0,0,0,0,0,1
104.87,124,31,17,10,1,0,0,0,0,0,1
61.07,79.33,1.33,11,8,1,0,0,0,1,0,1
74.99,60.33,22,23,180,1,0,0,1,1,0,1
22.31,7.67,1.33,19,133,1,1,0,0,1,0,1
38.94,35,44,14,90,1,0,0,0,0,0,1
47.9,47,24.67,13,11,1,1,0,0,0,0,1
28.23,8,0.33,10,30,1,0,0,0,1,0,1
56.64,13.33,4.33,34,260,1,0,0,0,1,0,1
34.12,18.33,12.33,29,257,1,0,0,0,1,0,1
27.61,39.67,25.67,22,232,1,0,0,1,1,0,1
29.99,6,3.33,29,234,1,1,0,1,1,0,1
41.84,1.33,0.67,10,16,1,1,0,0,1,0,1
61.64,36,6.67,30,220,1,0,0,0,1,0,1
39.95,10.67,8.33,25,94,1,0,0,0,0,0,1
55.39,67.33,36,9,98,1,1,0,1,1,0,1
84.68,5.33,9.67,15,48,1,0,0,0,1,0,1
91.7,59.33,17.67,11,23,1,1,0,0,1,0,1
36.29,0,0,34,268,1,1,0,0,1,0,1
68.75,43,6,10,2,1,1,0,0,1,0,1
84.86,53.67,9.33,14,36,1,1,0,0,1,0,1
54.01,3.33,0,35,156,1,0,0,0,0,0,1
59.37,243.33,47,14,178,1,1,0,0,1,0,1
73.23,77.33,72.33,11,106,1,0,0,0,0,0,1
60.11,26.33,4.67,13,38,1,1,0,1,1,0,1
212.21,56.33,37,35,96,1,0,0,1,0,0,1
37.98,29.67,5,19,125,1,1,0,1,1,0,1
50.98,24.33,3.33,20,116,1,1,1,0,1,0,1
56.27,60,26.33,30,181,1,0,0,0,0,0,1
144.78,448.67,155.67,9,260,1,0,0,0,0,0,1
34.99,10.33,3,12,49,1,1,0,1,1,0,1
33.25,4,0,21,135,1,0,0,0,1,0,1
115.16,24.33,120.67,11,309,1,0,0,1,1,0,1
127.62,73,137.33,21,347,1,0,0,0,0,0,1
86.4,11.33,0.33,18,47,1,1,0,1,1,0,1
113.6,4.67,0.67,17,8,1,1,0,0,1,0,1
57.19,21.33,10.33,23,161,1,1,0,1,1,0,1
29.99,5,1.67,19,20,1,0,0,0,0,0,1
75.69,40.67,24,14,89,1,0,0,0,1,0,1
52.64,24.33,2,22,130,1,1,0,1,1,0,1
11.48,16.33,0.33,12,66,1,0,0,1,1,0,1
61.03,5.33,0.33,23,126,1,1,0,0,1,0,1
46.29,12.67,0,42,338,1,0,0,0,1,0,1
55.06,21.67,4,29,103,1,0,0,0,0,0,1
37.47,14.67,0,30,223,1,1,0,0,1,0,1
44.93,19.67,18.33,25,116,1,0,0,0,0,0,1
62.44,17,0.33,17,62,1,0,0,0,1,0,1
56.89,34.67,31,19,182,1,0,0,0,1,0,1
10,0,0,36,212,1,0,0,0,0,0,1
57.98,26.33,3.67,21,118,1,0,0,1,1,0,1
26.62,4.33,0,32,152,1,0,0,0,0,0,1
54.09,24.33,0.67,16,61,1,1,0,1,1,0,1
53.46,10.67,1.67,25,158,1,0,0,0,1,0,1
10,2,0,24,87,1,0,0,0,0,0,1
66.81,67.67,6.67,29,200,1,1,1,0,1,0,1
60,27.67,11,14,65,1,0,0,1,1,0,1
79.24,10,3.67,23,115,1,0,0,0,1,0,1
71.83,32.67,18,24,177,1,0,0,0,1,0,1
57.55,17,8.33,16,80,1,0,0,1,1,0,1
145.26,112.67,36,20,110,1,0,0,0,1,0,1
52.32,18.33,1.67,43,345,1,1,0,0,1,0,1
56.53,84.33,21.33,31,173,1,0,0,0,0,0,1
90.12,71.33,7.67,13,11,1,0,0,0,1,0,1
15.06,58.67,31.33,14,175,1,0,0,0,1,0,1
7.67,12.33,2,12,73,1,1,1,1,1,0,1
95.33,24.33,9.33,13,10,1,0,0,0,1,0,1
247.66,60.33,33.33,32,11,1,0,0,0,0,0,1
53.52,30.67,20.67,14,100,1,0,0,0,1,0,1
49.05,22,2.33,11,18,1,1,0,0,1,0,1
71.74,50.33,5,24,136,1,0,0,0,1,0,1
55.54,37.33,29.67,20,187,1,0,0,0,1,0,1
52.8,39,4.67,12,31,1,1,0,0,1,0,1
92.3,37.67,14.67,11,8,1,0,0,1,1,0,1
42.49,13.33,0.67,12,30,1,1,0,0,1,0,1
75.77,74.67,18,30,233,1,0,0,0,1,0,1
57.52,41.33,16,15,91,1,0,0,0,1,0,1
36.95,20,3.67,29,221,1,0,0,0,1,0,1
85.45,35.33,25,18,119,1,0,1,0,1,0,1
61.58,83.67,25.67,31,179,1,1,0,0,0,0,1
35.99,43.33,4,11,36,1,0,0,0,1,0,1
43.49,13,0,13,36,1,1,0,0,1,0,1
150.01,31,17,22,65,1,0,0,0,1,0,1
39.57,15.67,0.33,10,10,1,1,0,0,1,0,1
38.99,17.33,1,11,23,1,0,0,0,1,0,1
96.11,44,0,23,82,1,0,0,0,1,0,1
53.42,26,6.67,19,107,1,0,0,0,1,0,1
35.8,7.33,2.67,14,62,1,0,0,0,1,0,1
45.26,18,7,9,13,1,0,0,0,1,0,1
42.49,19.67,8.67,53,477,1,1,0,1,1,0,1
59.89,13,5.33,10,2,1,1,0,0,1,0,1
94.49,23,23.33,29,216,1,1,1,1,1,0,1
19.99,0.67,0,18,112,1,0,0,0,1,0,1
95.56,47.33,126.33,7,197,1,0,0,0,0,0,1
94.72,23.33,5,24,108,1,1,0,0,1,0,1
104.85,9,1.67,19,35,1,1,0,0,1,0,1
78.14,26.67,5,22,105,1,0,0,0,1,0,1
34.99,0,0,12,33,1,0,0,0,1,0,1
31.03,0,0,25,172,1,0,0,0,1,0,1
69.35,36.33,15.67,20,23,1,0,0,0,0,0,1
82.23,36.33,20,15,73,1,0,1,0,1,0,1
57.58,23,0,26,153,1,0,0,0,1,0,1
93.98,35,6.67,49,372,1,1,0,1,1,0,1
60.55,19.67,40,28,292,1,0,0,0,1,0,1
34.71,9,20.67,19,168,1,1,0,1,1,0,1
95.76,94.33,38.67,19,156,1,0,0,0,1,0,1
96.62,34.67,50.67,17,68,1,0,0,0,0,0,1
56.07,37.33,8,33,251,1,1,0,0,1,0,1
10.42,4,1.67,10,43,1,1,0,0,1,0,1
36.5,43.33,3.67,14,62,1,1,0,0,1,0,1
54.79,16.67,3,17,71,1,1,0,1,1,0,1
87.1,18.67,9,25,137,1,0,0,0,1,0,1
158.6,131,27.33,37,46,0,1,0,0,1,0,1
70.99,43.33,13,29,208,1,0,0,0,1,0,1
63.83,59.67,25,31,273,1,0,0,0,1,0,1
66.35,147.33,52.67,8,13,1,0,0,0,0,0,1
30.24,0,0,22,140,1,1,0,1,1,0,1
85.44,42,40.67,26,245,1,0,0,0,1,0,1
87.67,141.33,61.67,14,182,1,1,1,1,1,0,1
62.76,34.33,7.33,17,75,1,1,0,0,1,0,1
33.12,10,5.67,11,40,1,1,0,0,1,0,1
54.73,50.33,21,25,15,0,1,0,0,1,0,1
47.77,11.33,5,14,53,1,0,0,1,1,0,1
43.42,18.33,1.67,38,296,1,1,0,0,1,0,1
52.63,59.67,31.67,19,180,1,0,0,0,1,0,1
145.77,73.67,68,8,75,1,0,0,0,1,0,1
55.03,89.67,69.33,8,75,1,0,0,0,0,0,1
40.09,82.67,16,17,125,1,0,0,0,1,0,1
60.73,21.67,2.67,28,176,1,0,1,0,1,0,1
48.58,29.67,3.67,14,47,1,0,0,0,1,0,1
31.11,41.67,1,12,37,1,1,0,0,1,0,1
54.19,33,18.67,16,107,1,0,0,0,1,0,1
45.93,0,0,21,111,1,0,0,0,1,0,1
42.01,42,30.67,11,2,1,0,0,0,0,0,1
102.96,118,82.33,20,186,1,0,0,0,0,0,1
117.43,13.67,19.33,27,154,1,1,0,0,1,0,1
49.92,33.33,12,13,60,1,0,0,0,1,0,1
12.76,2.33,0,49,437,1,0,0,0,1,0,1
14.18,49.33,18.67,16,150,1,0,0,0,1,0,1
15.55,86.67,25.67,14,149,1,1,0,0,1,0,1
42.53,3,3.33,23,145,1,1,0,0,1,0,1
26.24,3,0,11,28,1,1,0,1,1,0,1
138.63,175.33,104.33,15,264,1,0,0,0,1,0,1
90.21,46.33,10.33,23,11,1,0,0,0,0,0,1
73.73,14.33,0.33,25,122,1,0,0,1,1,0,1
154.2,61.67,18.67,22,59,1,1,0,1,1,0,1
34.78,29.33,26,13,118,1,1,1,0,1,0,1
101.28,115,73,15,209,1,1,0,1,1,0,1
28.9,7,0,13,45,1,0,0,1,1,0,1
72.73,3,15.67,38,304,1,0,0,0,1,0,1
30.09,2.33,0,23,147,1,1,0,0,1,0,1
53.31,12,0.67,21,103,1,0,0,0,1,0,1
34.99,1.67,1.67,11,22,1,1,0,0,1,0,1
21.95,0,0,57,508,1,1,0,0,1,0,1
81.59,106,33.33,7,26,1,1,0,1,1,0,1
37.22,11,2.67,26,178,1,1,0,1,1,0,1
43.06,4.33,1.33,11,12,1,0,0,0,1,0,1
53.19,10.33,0,14,28,1,1,0,0,1,0,1
51.97,121.67,48.33,46,508,1,1,0,0,1,0,1
86.26,40.67,70.67,12,186,1,0,0,0,1,0,1
45.74,14.33,4,11,17,1,0,0,0,1,0,1
77.88,13,9,16,49,1,0,0,0,1,0,1
46.88,174,27.33,12,97,1,0,0,0,1,0,1
103.67,0,0,20,35,1,1,0,0,1,0,1
81.08,35,24.67,27,207,1,1,0,0,1,0,1
82.79,85,6.33,48,367,1,0,0,0,1,0,1
31.16,1.33,0,13,41,1,1,0,0,1,0,1
55.12,43.33,19,33,280,1,1,0,1,1,0,1
35.77,30.67,10.67,45,400,1,0,0,0,1,0,1
16.37,0,0,18,6,1,0,0,0,0,0,1
76.66,0,0,15,12,1,1,0,0,1,0,1
92.12,1.67,0,50,358,1,0,0,0,1,0,1
11.49,17,13,14,112,1,1,0,1,1,0,1
11.2,16.33,9.67,12,81,1,0,0,0,1,0,1
51.27,14,6,25,161,1,1,0,1,1,0,1
64.44,4,0,32,98,1,0,0,0,0,0,1
49.99,34.67,0,25,41,1,0,0,0,0,0,1
51.28,73.33,27.33,13,101,1,0,0,0,1,0,1
45.75,74.33,26,18,52,1,0,0,0,0,0,1
50.54,11,0,33,226,1,1,0,0,1,0,1
39.25,16.67,39.67,12,141,1,1,0,0,1,0,1
143.02,107.33,53.33,11,59,1,0,0,0,1,0,1
106.69,117,27.33,13,40,1,0,0,0,1,0,1
66.6,16.33,2.33,14,18,1,1,0,0,1,0,1
35.19,1.67,0,11,14,1,1,1,0,1,0,1
112.78,23.33,4,36,98,1,0,0,0,0,0,1
10,0,0,30,238,1,0,0,0,1,0,1
49.99,5,0,37,267,1,0,0,0,1,0,1
187.57,73.67,24.33,31,129,1,1,0,0,1,0,1
33.25,6,1.33,39,310,1,1,0,1,1,0,1
42.6,14.33,7,12,37,1,1,0,0,1,0,1
36.12,0.33,0,10,2,1,0,0,0,1,0,1
85.97,51.33,17,22,21,1,0,0,0,0,0,1
259.73,129.67,84,13,45,1,0,0,0,1,0,1
53.23,21.33,4.67,25,153,1,1,0,0,1,0,1
44.23,15.67,5.67,18,93,1,0,0,1,1,0,1
106.63,277.67,71.33,16,101,1,0,0,0,0,0,1
70.71,179,53,18,105,1,0,0,0,0,0,1
67.65,18.67,1.67,13,3,1,1,0,1,1,0,1
66.9,31,8.67,13,25,1,1,0,0,1,0,1
60.48,31,21.33,12,60,1,1,0,0,1,0,1
63.13,23.67,48.67,11,27,1,0,0,0,0,0,1
109.91,49.67,16,26,135,1,1,0,1,1,0,1
120.75,84.33,56,26,142,1,0,0,0,0,0,1
64.8,14.67,4,47,172,0,1,0,1,1,0,1
42.03,3.67,0,23,129,1,1,0,1,1,0,1
126.8,23.67,1,32,133,1,0,0,0,1,0,1
73.59,50.33,1.33,14,5,1,1,0,0,1,0,1
10.25,62.33,17,18,163,1,0,0,0,1,0,1
11.77,56.67,23,14,138,1,1,0,1,1,0,1
73.83,37.67,10,20,93,1,1,0,0,1,0,1
107.96,285.33,152,10,281,1,0,0,0,0,0,1
34.99,36.33,15.33,11,58,1,0,0,0,1,0,1
10.58,7.33,4.33,8,20,1,1,0,1,1,0,1
58.38,64.33,49.33,17,198,1,0,0,0,1,0,1
148,97,88.33,11,54,1,0,0,0,0,0,1
34.99,46.33,44.33,11,146,1,1,0,0,1,0,1
48.56,31.67,6,12,25,1,1,0,1,1,0,1
111.23,130,37,12,51,1,0,0,1,1,0,1
88.91,19,7.67,37,245,1,0,0,0,1,0,1
56.13,11,0,31,195,1,1,1,0,1,0,1
55.93,78,24.67,17,125,1,1,0,0,1,0,1
54.49,47,13,20,122,1,1,0,0,1,0,1
33.73,110.33,15.67,21,163,1,0,0,0,1,0,1
83.85,130.33,37.67,12,82,1,1,0,1,1,0,1
76.93,66,7.67,33,216,1,0,0,0,1,0,1
114.9,188.33,39.33,15,84,1,1,0,0,1,0,1
74.73,0,0,31,174,1,0,0,0,1,0,1
41.69,66.67,9.33,22,145,1,0,0,1,1,0,1
87.41,10,8.67,16,31,1,0,0,0,1,0,1
10,5,6.33,21,160,1,1,0,0,1,0,1
30.49,0.67,0.67,47,390,1,1,0,1,1,0,1
34.99,50.67,19.33,12,79,1,0,0,0,1,0,1
84.75,135.33,101.67,14,193,1,0,0,0,0,0,1
88.59,55.67,44.33,29,170,1,0,0,0,0,0,1
54.72,21.67,2.67,13,17,1,0,0,0,1,0,1
61.21,51.33,3.33,16,43,1,0,0,0,1,0,1
54.43,37.33,9.33,12,27,1,1,0,1,1,0,1
190.82,149,102.33,8,17,1,1,0,0,0,0,1
221.67,97.67,34.67,34,150,1,1,0,0,1,0,1
15.14,55,15.33,23,202,1,1,0,0,1,0,1
80.98,0,0,16,11,1,0,1,0,1,0,1
34.98,6.33,2,13,36,1,0,0,0,1,0,1
41.27,41,15,36,307,1,0,0,0,1,0,1
36.67,8.67,2.33,21,118,1,1,0,0,1,0,1
85.52,18.67,0.33,33,183,1,0,0,0,1,0,1
140.24,69.33,16,22,57,1,1,0,1,1,0,1
60.18,37,12,47,391,1,0,0,0,1,0,1
58.74,10.67,0.67,25,130,1,0,0,0,1,0,1
32.61,39.67,0.33,13,33,1,1,0,0,1,0,1
30.26,3,0,28,190,1,0,0,1,1,0,1
36.55,6.67,8,35,280,1,1,0,0,1,0,1
159.26,103,8.33,47,169,1,0,0,0,0,0,1
73.27,102.33,20.33,26,184,1,0,0,0,1,0,1
34.99,11.67,3.67,31,124,1,0,0,0,0,0,1
30,8,3,23,147,1,1,1,0,1,0,1
55.48,2.33,0,20,79,1,0,0,0,1,0,1
65.47,3,1.67,20,73,1,1,0,0,1,0,1
32.84,0,0,38,290,1,0,0,1,1,0,1
106.47,33.67,38.67,7,6,1,0,0,0,1,0,1
35.34,10.33,0,21,8,1,0,0,0,0,0,1
52.26,0,0,25,31,1,0,0,0,0,0,1
32.18,16.67,1,28,87,1,0,0,0,0,0,1
37.57,21.67,18.67,10,51,1,0,0,0,1,0,1
49.52,2.67,0,23,116,1,1,0,1,1,0,1
171.9,115,44.33,27,159,1,0,0,0,1,0,1
76.07,46.33,19.33,19,104,1,1,0,0,1,0,1
30.76,4.33,1,12,25,1,0,0,0,1,0,1
24.64,2,1.33,19,105,1,1,0,1,1,0,1
66.25,7,0,25,15,1,0,0,0,0,0,1
57.21,17.33,28,15,109,1,0,0,0,1,0,1
55.34,12.33,0.67,51,401,1,0,0,0,1,0,1
59.04,16,4,18,65,1,0,0,0,1,0,1
38.23,5.67,0,29,86,1,0,0,0,0,0,1
31.19,80.67,28,17,54,1,0,0,0,0,0,1
76.89,2.67,0.33,28,34,1,0,0,0,0,0,1
102.19,98.33,40,15,95,1,0,0,0,1,0,1
36.42,26.33,27.67,12,98,1,0,0,1,1,0,1
41.65,14.67,7.67,19,104,1,1,0,1,1,0,1
34.99,2,0,31,212,1,1,0,0,1,0,1
68.32,56,19.33,23,151,1,1,1,1,1,0,1
79.68,49.33,19.33,32,129,1,0,0,0,0,0,1
78.98,40,18,20,104,1,0,0,0,1,0,1
37.24,0,0,40,302,1,0,0,0,1,0,1
110.93,54,16.67,26,127,1,1,0,1,1,0,1
75.91,64.33,31,16,105,1,1,0,0,1,0,1
50.9,53.33,28,28,54,0,1,0,0,1,0,1
51.94,24.33,4.33,36,257,1,0,0,0,1,0,1
86.18,44.33,94.33,16,183,1,0,0,0,0,0,1
102,44,2.33,25,82,1,0,0,0,1,0,1
22.32,0,0,43,348,1,0,1,1,1,0,1
124.16,22.33,0.33,24,41,1,0,0,0,1,0,1
79.49,65.33,36.67,26,118,1,0,0,0,0,0,1
34.99,11,0,35,251,1,0,0,0,1,0,1
90.17,29.67,12.33,15,21,1,0,0,1,1,0,1
48.1,8,2.33,12,5,1,0,0,1,1,0,1
59.22,115,31,23,194,1,1,0,0,1,0,1
61.12,20.33,9,12,11,1,0,0,0,1,0,1
46.91,17,11.33,27,189,1,1,0,1,1,0,1
223.93,85.33,112,20,127,1,0,0,0,0,0,1
84.99,43.33,37,20,153,1,0,0,0,1,0,1
40.92,93.67,48.67,19,123,1,0,0,0,0,0,1
34.37,12,0.33,14,34,1,1,0,0,1,0,1
71.9,43,18.67,28,194,1,0,0,0,1,0,1
56.35,52.33,24.33,7,10,1,1,0,0,1,0,1
29.99,5.33,6.33,10,15,1,1,0,1,1,0,1
70.74,45.33,0,32,179,1,0,0,0,1,0,1
103.99,133.67,49.67,11,76,1,0,0,0,1,0,1
37.93,41.33,21.33,20,52,1,0,0,0,0,0,1
60.86,9.33,6.67,14,23,1,1,0,1,1,0,1
72.04,0,0,40,260,1,0,0,0,1,0,1
43.12,14,1.67,25,141,1,1,0,1,1,0,1
24.95,0,0,23,32,1,0,0,0,0,0,1
88.41,84.33,35.67,9,29,1,1,0,0,1,0,1
57.61,16.33,0,17,37,1,0,0,0,1,0,1
45.62,19.67,5.33,11,4,1,1,0,0,1,0,1
55.32,87.67,29,21,169,1,0,0,0,1,0,1
16.78,0,0,19,102,1,0,0,0,1,0,1
107.03,23,10.67,27,119,1,0,0,0,1,0,1
70.24,119,83,8,182,1,0,1,0,1,0,1
116.08,57.33,0.33,20,5,1,0,0,0,1,0,1
62.16,8,0.33,32,188,1,0,0,0,1,0,1
56.25,46.33,31,22,184,1,0,0,0,1,0,1
16.84,45.67,47,18,234,1,0,0,0,1,0,1
29.99,88.67,0,16,56,1,1,0,1,1,0,1
109.19,23,17.67,42,293,1,1,0,0,1,0,1
63.59,11.67,2.33,29,161,1,1,0,0,1,0,1
68.09,26.67,49.67,46,476,1,0,0,0,1,0,1
82.97,82.67,41.67,28,146,1,0,0,0,0,0,1
46.11,81.67,27,11,68,1,1,0,0,1,0,1
49.62,15,2.67,30,187,1,1,0,1,1,0,1
42.22,0,0,22,104,1,0,1,0,1,0,1
258.67,207,87.67,10,10,1,0,0,1,1,0,1
78.08,11.33,0,29,137,1,1,0,1,1,0,1
71.38,27,8,24,14,1,0,0,0,0,0,1
34.99,2.33,0.67,13,20,1,0,0,0,1,0,1
50.61,6,0.67,24,117,1,1,0,1,1,0,1
90.72,25.33,5.67,36,110,1,0,0,0,0,0,1
46.39,8.33,0.67,46,349,1,0,0,0,1,0,1
87.38,80.33,28,15,66,1,0,0,0,1,0,1
134.39,70,21.33,30,150,1,0,0,0,1,0,1
85.78,25,20.33,12,13,1,1,0,0,1,0,1
35.09,13.33,0.67,11,-2,1,1,0,0,1,0,1
29.99,17,0.67,28,77,1,0,0,0,0,0,1
53.39,126,28.33,11,62,1,0,0,0,1,0,1
41.08,26.67,1.67,24,26,1,0,0,1,0,0,1
39.07,28,9.33,49,413,1,0,0,0,1,0,1
104.45,4.67,0.67,48,305,1,0,0,0,1,0,1
